"","ID","GALGAL","GOterm","fullgo"
"8969","GALGAL_R10166","GALGAL_R10166",3,"GO:0003796; lysozyme activity; function GO:0009253; peptidoglycan catabolic process; process GO:0016998; cell wall macromolecule catabolic process; process               NA"
"8970","GALGAL_R10167","GALGAL_R10167",1,"GO:0005515; protein binding; function                 NA"
"8971","GALGAL_R10168","GALGAL_R10168",3,"GO:0000786; nucleosome; component GO:0003677; DNA binding; function GO:0005634; nucleus; component               NA"
"8972","GALGAL_R10169","GALGAL_R10169",3,"GO:0000786; nucleosome; component GO:0003677; DNA binding; function GO:0005634; nucleus; component               NA"
"8973","GALGAL_R10170",NA,NA,"                 NA"
"8974","GALGAL_R10171","GALGAL_R10171",3,"GO:0005215; transporter activity; function GO:0016021; integral component of membrane; component GO:0055085; transmembrane transport; process               NA"
"8975","GALGAL_R10172","GALGAL_R10172",2,"GO:0006886; intracellular protein transport; process GO:0016192; vesicle-mediated transport; process                NA"
"8976","GALGAL_R10173","GALGAL_R10173",1,"GO:0005525; GTP binding; function                 NA"
"8977","GALGAL_R10174","GALGAL_R10174",1,"GO:0000184; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; process                 NA"
"8978","GALGAL_R10175","GALGAL_R10175",4,"GO:0003700; DNA binding transcription factor activity; function GO:0005667; transcription factor complex; component GO:0006355; regulation of transcription, DNA-templated; process GO:0007049; cell cycle; process              NA"
"8979","GALGAL_R10176","GALGAL_R10176",3,"GO:0006511; ubiquitin-dependent protein catabolic process; process GO:0031461; cullin-RING ubiquitin ligase complex; component GO:0031625; ubiquitin protein ligase binding; function               NA"
"8980","GALGAL_R10177","GALGAL_R10177",4,"GO:0004252; serine-type endopeptidase activity; function GO:0005509; calcium ion binding; function GO:0005576; extracellular region; component GO:0006508; proteolysis; process              NA"
"8981","GALGAL_R10178","GALGAL_R10178",5,"GO:0004252; serine-type endopeptidase activity; function GO:0005509; calcium ion binding; function GO:0005576; extracellular region; component GO:0006508; proteolysis; process GO:0007596; blood coagulation; process             NA"
"8982","GALGAL_R10179","GALGAL_R10179",5,"GO:0000287; magnesium ion binding; function GO:0004012; phospholipid-translocating ATPase activity; function GO:0005524; ATP binding; function GO:0015914; phospholipid transport; process GO:0016021; integral component of membrane; component             NA"
"8983","GALGAL_R10180",NA,NA,"                 NA"
"8984","GALGAL_R10181","GALGAL_R10181",2,"GO:0005201; extracellular matrix structural constituent; function GO:0005581; collagen trimer; component                NA"
"8985","GALGAL_R10182",NA,NA,"                 NA"
"8986","GALGAL_R10183","GALGAL_R10183",1,"GO:0005515; protein binding; function                 NA"
"8987","GALGAL_R10184","GALGAL_R10184",9,"GO:0003677; DNA binding; function GO:0003697; single-stranded DNA binding; function GO:0003824; catalytic activity; function GO:0004518; nuclease activity; function GO:0004519; endonuclease activity; function GO:0005634; nucleus; component GO:0006281; DNA repair; process GO:0006289; nucleotide-excision repair; process GO:0016788; hydrolase activity, acting on ester bonds; function         NA"
"8988","GALGAL_R10185",NA,NA,"                 NA"
"8989","GALGAL_R10186","GALGAL_R10186",2,"GO:0004252; serine-type endopeptidase activity; function GO:0006508; proteolysis; process                NA"
"8990","GALGAL_R10187",NA,NA,"                 NA"
"8991","GALGAL_R10188","GALGAL_R10188",1,"GO:0016021; integral component of membrane; component                 NA"
"8992","GALGAL_R10189","GALGAL_R10189",4,"GO:0003924; GTPase activity; function GO:0005525; GTP binding; function GO:0007165; signal transduction; process GO:0016020; membrane; component              NA"
"8993","GALGAL_R10190","GALGAL_R10190",1,"GO:0005515; protein binding; function                 NA"
"8994","GALGAL_R10191","GALGAL_R10191",4,"GO:0009966; regulation of signal transduction; process GO:0016020; membrane; component GO:0043395; heparan sulfate proteoglycan binding; function GO:0046658; anchored component of plasma membrane; component              NA"
"8995","GALGAL_R10192","GALGAL_R10192",2,"GO:0007034; vacuolar transport; process GO:0030001; metal ion transport; process                NA"
"8996","GALGAL_R10193","GALGAL_R10193",1,"GO:0016829; lyase activity; function                 NA"
"8997","GALGAL_R10194","GALGAL_R10194",3,"GO:0005515; protein binding; function GO:0023051; regulation of signaling; process GO:0030155; regulation of cell adhesion; process               NA"
"8998","GALGAL_R10195",NA,NA,"                 NA"
"8999","GALGAL_R10196","GALGAL_R10196",2,"GO:0003747; translation release factor activity; function GO:0006415; translational termination; process                NA"
"9000","GALGAL_R10197","GALGAL_R10197",2,"GO:0005524; ATP binding; function GO:0016887; ATPase activity; function                NA"
"9001","GALGAL_R10198",NA,NA,"                 NA"
"9002","GALGAL_R10199","GALGAL_R10199",4,"GO:0003676; nucleic acid binding; function GO:0007624; ultradian rhythm; process GO:0009897; external side of plasma membrane; component GO:0016491; oxidoreductase activity; function              NA"
"9003","GALGAL_R10200",NA,NA,"                 NA"
"9004","GALGAL_R10201","GALGAL_R10201",1,"GO:0046872; metal ion binding; function                 NA"
"9005","GALGAL_R10202","GALGAL_R10202",4,"GO:0004180; carboxypeptidase activity; function GO:0004181; metallocarboxypeptidase activity; function GO:0006508; proteolysis; process GO:0008270; zinc ion binding; function              NA"
"9006","GALGAL_R10203",NA,NA,"                 NA"
"9007","GALGAL_R10204","GALGAL_R10204",5,"GO:0003824; catalytic activity; function GO:0005524; ATP binding; function GO:0006099; tricarboxylic acid cycle; process GO:0008152; metabolic process; process GO:0046872; metal ion binding; function             NA"
"9008","GALGAL_R10205","GALGAL_R10205",1,"GO:0005515; protein binding; function                 NA"
"9009","GALGAL_R10206",NA,NA,"                 NA"
"9010","GALGAL_R10207","GALGAL_R10207",2,"GO:0030001; metal ion transport; process GO:0046872; metal ion binding; function                NA"
"9011","GALGAL_R10208","GALGAL_R10208",3,"GO:0004672; protein kinase activity; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process               NA"
"9012","GALGAL_R10209","GALGAL_R10209",3,"GO:0004672; protein kinase activity; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process               NA"
"9013","GALGAL_R10210","GALGAL_R10210",1,"GO:0005515; protein binding; function                 NA"
"9014","GALGAL_R10211","GALGAL_R10211",2,"GO:0007154; cell communication; process GO:0016021; integral component of membrane; component                NA"
"9015","GALGAL_R10218","GALGAL_R10218",3,"GO:0000178; exosome (RNase complex); component GO:0006396; RNA processing; process GO:0006401; RNA catabolic process; process               NA"
"9016","GALGAL_R10219","GALGAL_R10219",1,"GO:0005634; nucleus; component                 NA"
"9017","GALGAL_R10220","GALGAL_R10220",1,"GO:0005515; protein binding; function                 NA"
"9018","GALGAL_R10221","GALGAL_R10221",7,"GO:0004553; hydrolase activity, hydrolyzing O-glycosyl compounds; function GO:0005615; extracellular space; component GO:0005975; carbohydrate metabolic process; process GO:0007568; aging; process GO:0008286; insulin receptor signaling pathway; process GO:0008543; fibroblast growth factor receptor signaling pathway; process GO:0016021; integral component of membrane; component           NA"
"9019","GALGAL_R10222","GALGAL_R10222",2,"GO:0016020; membrane; component GO:0016757; transferase activity, transferring glycosyl groups; function                NA"
"9020","GALGAL_R10223","GALGAL_R10223",3,"GO:0030576; Cajal body organization; process GO:0032183; SUMO binding; function GO:0070140; SUMO-specific isopeptidase activity; function               NA"
"9021","GALGAL_R10224",NA,NA,"                 NA"
"9022","GALGAL_R10225","GALGAL_R10225",3,"GO:0004672; protein kinase activity; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process               NA"
"9023","GALGAL_R10226","GALGAL_R10226",4,"GO:0003924; GTPase activity; function GO:0005525; GTP binding; function GO:0007165; signal transduction; process GO:0016020; membrane; component              NA"
"9024","GALGAL_R10227",NA,NA,"                 NA"
"9025","GALGAL_R10228",NA,NA,"                 NA"
"9026","GALGAL_R10229","GALGAL_R10229",1,"GO:0046872; metal ion binding; function                 NA"
"9027","GALGAL_R10230","GALGAL_R10230",2,"GO:0003676; nucleic acid binding; function GO:0005524; ATP binding; function                NA"
"9028","GALGAL_R10231","GALGAL_R10231",9,"GO:0000077; DNA damage checkpoint; process GO:0000723; telomere maintenance; process GO:0004674; protein serine/threonine kinase activity; function GO:0005515; protein binding; function GO:0006281; DNA repair; process GO:0010212; response to ionizing radiation; process GO:0016301; kinase activity; function GO:0016572; histone phosphorylation; process GO:0090399; replicative senescence; process         NA"
"9029","GALGAL_R10232","GALGAL_R10232",2,"GO:0005096; GTPase activator activity; function GO:0043547; positive regulation of GTPase activity; process                NA"
"9030","GALGAL_R10233","GALGAL_R10233",5,"GO:0003777; microtubule motor activity; function GO:0005524; ATP binding; function GO:0007018; microtubule-based movement; process GO:0016887; ATPase activity; function GO:0030286; dynein complex; component             NA"
"9031","GALGAL_R10234","GALGAL_R10234",1,"GO:0005515; protein binding; function                 NA"
"9032","GALGAL_R10235",NA,NA,"                 NA"
"9033","GALGAL_R10236","GALGAL_R10236",2,"GO:0005515; protein binding; function GO:0007165; signal transduction; process                NA"
"9034","GALGAL_R10237","GALGAL_R10237",1,"GO:0005515; protein binding; function                 NA"
"9035","GALGAL_R10238","GALGAL_R10238",4,"GO:0008017; microtubule binding; function GO:0034453; microtubule anchoring; process GO:0042802; identical protein binding; function GO:0043015; gamma-tubulin binding; function              NA"
"9036","GALGAL_R10239","GALGAL_R10239",3,"GO:0003676; nucleic acid binding; function GO:0016787; hydrolase activity; function GO:0046872; metal ion binding; function               NA"
"9037","GALGAL_R10240","GALGAL_R10240",1,"GO:0005515; protein binding; function                 NA"
"9038","GALGAL_R10241","GALGAL_R10241",1,"GO:0005921; gap junction; component                 NA"
"9039","GALGAL_R10242","GALGAL_R10242",3,"GO:0005507; copper ion binding; function GO:0016491; oxidoreductase activity; function GO:0055114; oxidation-reduction process; process               NA"
"9040","GALGAL_R10243","GALGAL_R10243",2,"GO:0098535; de novo centriole assembly involved in multi-ciliated epithelial cell differentiation; process GO:0098536; deuterosome; component                NA"
"9041","GALGAL_R10244","GALGAL_R10244",4,"GO:0004930; G-protein coupled receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0008502; melatonin receptor activity; function GO:0016021; integral component of membrane; component              NA"
"9042","GALGAL_R10245",NA,NA,"                 NA"
"9043","GALGAL_R10246",NA,NA,"                 NA"
"9044","GALGAL_R10247","GALGAL_R10247",2,"GO:0004252; serine-type endopeptidase activity; function GO:0006508; proteolysis; process                NA"
"9045","GALGAL_R10248","GALGAL_R10248",6,"GO:0005506; iron ion binding; function GO:0006508; proteolysis; process GO:0008236; serine-type peptidase activity; function GO:0009058; biosynthetic process; process GO:0016491; oxidoreductase activity; function GO:0055114; oxidation-reduction process; process            NA"
"9046","GALGAL_R10249",NA,NA,"                 NA"
"9047","GALGAL_R10250","GALGAL_R10250",2,"GO:0005634; nucleus; component GO:0006260; DNA replication; process                NA"
"9048","GALGAL_R10251","GALGAL_R10251",4,"GO:0005787; signal peptidase complex; component GO:0006465; signal peptide processing; process GO:0008233; peptidase activity; function GO:0016021; integral component of membrane; component              NA"
"9049","GALGAL_R10252",NA,NA,"                 NA"
"9050","GALGAL_R10253","GALGAL_R10253",2,"GO:0006839; mitochondrial transport; process GO:0031966; mitochondrial membrane; component                NA"
"9051","GALGAL_R10254",NA,NA,"                 NA"
"9052","GALGAL_R10255","GALGAL_R10255",1,"GO:0005515; protein binding; function                 NA"
"9053","GALGAL_R10256","GALGAL_R10256",4,"GO:0003723; RNA binding; function GO:0003735; structural constituent of ribosome; function GO:0005840; ribosome; component GO:0006412; translation; process              NA"
"9054","GALGAL_R10257","GALGAL_R10257",1,"GO:0005515; protein binding; function                 NA"
"9055","GALGAL_R10258","GALGAL_R10258",4,"GO:0004672; protein kinase activity; function GO:0005515; protein binding; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process              NA"
"9056","GALGAL_R10259","GALGAL_R10259",3,"GO:0005542; folic acid binding; function GO:0061714; folic acid receptor activity; function GO:1904447; folate import across plasma membrane; process               NA"
"9057","GALGAL_R10260","GALGAL_R10260",4,"GO:0004748; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor; function GO:0005524; ATP binding; function GO:0006260; DNA replication; process GO:0055114; oxidation-reduction process; process              NA"
"9058","GALGAL_R10261","GALGAL_R10261",5,"GO:0005246; calcium channel regulator activity; function GO:0005515; protein binding; function GO:0030176; integral component of endoplasmic reticulum membrane; component GO:0032237; activation of store-operated calcium channel activity; process GO:0051924; regulation of calcium ion transport; process             NA"
"9059","GALGAL_R10262",NA,NA,"                 NA"
"9060","GALGAL_R10263",NA,NA,"                 NA"
"9061","GALGAL_R10264",NA,NA,"                 NA"
"9062","GALGAL_R10265","GALGAL_R10265",3,"GO:0005198; structural molecule activity; function GO:0005923; bicellular tight junction; component GO:0016021; integral component of membrane; component               NA"
"9063","GALGAL_R10266","GALGAL_R10266",1,"GO:0005515; protein binding; function                 NA"
"9064","GALGAL_R10267",NA,NA,"                 NA"
"9065","GALGAL_R10268","GALGAL_R10268",2,"GO:0005783; endoplasmic reticulum; component GO:0043248; proteasome assembly; process                NA"
"9066","GALGAL_R10269","GALGAL_R10269",2,"GO:0004077; biotin-[acetyl-CoA-carboxylase] ligase activity; function GO:0006464; cellular protein modification process; process                NA"
"9067","GALGAL_R10270","GALGAL_R10270",5,"GO:0003677; DNA binding; function GO:0003700; DNA binding transcription factor activity; function GO:0005634; nucleus; component GO:0006355; regulation of transcription, DNA-templated; process GO:0043565; sequence-specific DNA binding; function             NA"
"9068","GALGAL_R10271",NA,NA,"                 NA"
"9069","GALGAL_R10272","GALGAL_R10272",4,"GO:0005509; calcium ion binding; function GO:0007601; visual perception; process GO:0008048; calcium sensitive guanylate cyclase activator activity; function GO:0031282; regulation of guanylate cyclase activity; process              NA"
"9070","GALGAL_R10273",NA,NA,"                 NA"
"9071","GALGAL_R10274","GALGAL_R10274",4,"GO:0003854; 3-beta-hydroxy-delta5-steroid dehydrogenase activity; function GO:0006694; steroid biosynthetic process; process GO:0016616; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; function GO:0055114; oxidation-reduction process; process              NA"
"9072","GALGAL_R10275","GALGAL_R10275",2,"GO:0005741; mitochondrial outer membrane; component GO:0006886; intracellular protein transport; process                NA"
"9073","GALGAL_R10276",NA,NA,"                 NA"
"9074","GALGAL_R10277",NA,NA,"                 NA"
"9075","GALGAL_R10279",NA,NA,"                 NA"
"9076","GALGAL_R10280","GALGAL_R10280",10,"GO:0005887; integral component of plasma membrane; component GO:0006821; chloride transport; process GO:0008271; secondary active sulfate transmembrane transporter activity; function GO:0008272; sulfate transport; process GO:0015116; sulfate transmembrane transporter activity; function GO:0015301; anion:anion antiporter activity; function GO:0015701; bicarbonate transport; process GO:0016020; membrane; component GO:0016021; integral component of membrane; component GO:0055085; transmembrane transport; process        NA"
"9077","GALGAL_R10281",NA,NA,"                 NA"
"9078","GALGAL_R10282","GALGAL_R10282",2,"GO:0003956; NAD(P)+-protein-arginine ADP-ribosyltransferase activity; function GO:0006471; protein ADP-ribosylation; process                NA"
"9079","GALGAL_R10283","GALGAL_R10283",4,"GO:0004930; G-protein coupled receptor activity; function GO:0004984; olfactory receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016021; integral component of membrane; component              NA"
"9080","GALGAL_R10285","GALGAL_R10285",1,"GO:0005515; protein binding; function                 NA"
"9081","GALGAL_R10286","GALGAL_R10286",4,"GO:0005216; ion channel activity; function GO:0006811; ion transport; process GO:0016020; membrane; component GO:0055085; transmembrane transport; process              NA"
"9082","GALGAL_R10288",NA,NA,"                 NA"
"9083","GALGAL_R10289",NA,NA,"                 NA"
"9084","GALGAL_R10290","GALGAL_R10290",5,"GO:0005813; centrosome; component GO:0007052; mitotic spindle organization; process GO:0031122; cytoplasmic microtubule organization; process GO:0097546; ciliary base; component GO:1905515; non-motile cilium assembly; process             NA"
"9085","GALGAL_R10291","GALGAL_R10291",1,"GO:0042981; regulation of apoptotic process; process                 NA"
"9086","GALGAL_R10292","GALGAL_R10292",3,"GO:0003677; DNA binding; function GO:0006355; regulation of transcription, DNA-templated; process GO:0043565; sequence-specific DNA binding; function               NA"
"9087","GALGAL_R10293","GALGAL_R10293",2,"GO:0003700; DNA binding transcription factor activity; function GO:0006355; regulation of transcription, DNA-templated; process                NA"
"9088","GALGAL_R10294","GALGAL_R10294",1,"GO:0005515; protein binding; function                 NA"
"9089","GALGAL_R10295",NA,NA,"                 NA"
"9090","GALGAL_R10296","GALGAL_R10296",3,"GO:0005164; tumor necrosis factor receptor binding; function GO:0006955; immune response; process GO:0016020; membrane; component               NA"
"9091","GALGAL_R10299",NA,NA,"                 NA"
"9092","GALGAL_R10300","GALGAL_R10300",5,"GO:0004930; G-protein coupled receptor activity; function GO:0004993; G-protein coupled serotonin receptor activity; function GO:0005887; integral component of plasma membrane; component GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016021; integral component of membrane; component             NA"
"9093","GALGAL_R10301","GALGAL_R10301",2,"GO:0006508; proteolysis; process GO:0008234; cysteine-type peptidase activity; function                NA"
"9094","GALGAL_R10302","GALGAL_R10302",4,"GO:0005201; extracellular matrix structural constituent; function GO:0005540; hyaluronic acid binding; function GO:0007601; visual perception; process GO:0033165; interphotoreceptor matrix; component              NA"
"9095","GALGAL_R10304",NA,NA,"                 NA"
"9096","GALGAL_R10305",NA,NA,"                 NA"
"9097","GALGAL_R10307","GALGAL_R10307",1,"GO:0005515; protein binding; function                 NA"
"9098","GALGAL_R10308","GALGAL_R10308",1,"GO:0046983; protein dimerization activity; function                 NA"
"9099","GALGAL_R10309",NA,NA,"                 NA"
"9100","GALGAL_R10310","GALGAL_R10310",1,"GO:0005515; protein binding; function                 NA"
"9101","GALGAL_R10311","GALGAL_R10311",3,"GO:0004392; heme oxygenase (decyclizing) activity; function GO:0006788; heme oxidation; process GO:0055114; oxidation-reduction process; process               NA"
"9102","GALGAL_R10312",NA,NA,"                 NA"
"9103","GALGAL_R10313","GALGAL_R10313",8,"GO:0000723; telomere maintenance; process GO:0003677; DNA binding; function GO:0003684; damaged DNA binding; function GO:0004003; ATP-dependent DNA helicase activity; function GO:0005634; nucleus; component GO:0006303; double-strand break repair via nonhomologous end joining; process GO:0042162; telomeric DNA binding; function GO:0043564; Ku70:Ku80 complex; component          NA"
"9104","GALGAL_R10314","GALGAL_R10314",1,"GO:0016841; ammonia-lyase activity; function                 NA"
"9105","GALGAL_R10315","GALGAL_R10315",4,"GO:0005388; calcium-transporting ATPase activity; function GO:0005524; ATP binding; function GO:0016021; integral component of membrane; component GO:0070588; calcium ion transmembrane transport; process              NA"
"9106","GALGAL_R10316","GALGAL_R10316",3,"GO:0003677; DNA binding; function GO:0006355; regulation of transcription, DNA-templated; process GO:0043565; sequence-specific DNA binding; function               NA"
"9107","GALGAL_R10317",NA,NA,"                 NA"
"9108","GALGAL_R10318","GALGAL_R10318",2,"GO:0006891; intra-Golgi vesicle-mediated transport; process GO:0017119; Golgi transport complex; component                NA"
"9109","GALGAL_R10319",NA,NA,"                 NA"
"9110","GALGAL_R10320","GALGAL_R10320",5,"GO:0004672; protein kinase activity; function GO:0004674; protein serine/threonine kinase activity; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process GO:0035556; intracellular signal transduction; process             NA"
"9111","GALGAL_R10321",NA,NA,"                 NA"
"9112","GALGAL_R10325","GALGAL_R10325",3,"GO:0000786; nucleosome; component GO:0003677; DNA binding; function GO:0005634; nucleus; component               NA"
"9113","GALGAL_R10326","GALGAL_R10326",3,"GO:0000786; nucleosome; component GO:0003677; DNA binding; function GO:0005634; nucleus; component               NA"
"9114","GALGAL_R10335",NA,NA,"                 NA"
"9115","GALGAL_R10337","GALGAL_R10337",2,"GO:0005515; protein binding; function GO:0008191; metalloendopeptidase inhibitor activity; function                NA"
"9116","GALGAL_R10338","GALGAL_R10338",3,"GO:0004984; olfactory receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016021; integral component of membrane; component               NA"
"9117","GALGAL_R10340","GALGAL_R10340",2,"GO:0016491; oxidoreductase activity; function GO:0055114; oxidation-reduction process; process                NA"
"9118","GALGAL_R10341","GALGAL_R10341",2,"GO:0016491; oxidoreductase activity; function GO:0055114; oxidation-reduction process; process                NA"
"9119","GALGAL_R10343",NA,NA,"                 NA"
"9120","GALGAL_R10344",NA,NA,"                 NA"
"9121","GALGAL_R10345",NA,NA,"                 NA"
"9122","GALGAL_R10346",NA,NA,"                 NA"
"9123","GALGAL_R10348",NA,NA,"                 NA"
"9124","GALGAL_R10349",NA,NA,"                 NA"
"9125","GALGAL_R10351","GALGAL_R10351",4,"GO:0006812; cation transport; process GO:0015299; solute:proton antiporter activity; function GO:0016021; integral component of membrane; component GO:0055085; transmembrane transport; process              NA"
"9126","GALGAL_R10352","GALGAL_R10352",1,"GO:0016747; transferase activity, transferring acyl groups other than amino-acyl groups; function                 NA"
"9127","GALGAL_R10353","GALGAL_R10353",3,"GO:0004984; olfactory receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016021; integral component of membrane; component               NA"
"9128","GALGAL_R10354",NA,NA,"                 NA"
"9129","GALGAL_R10355",NA,NA,"                 NA"
"9130","GALGAL_R10356",NA,NA,"                 NA"
"9131","GALGAL_R10357",NA,NA,"                 NA"
"9132","GALGAL_R10358","GALGAL_R10358",1,"GO:0016787; hydrolase activity; function                 NA"
"9133","GALGAL_R10359",NA,NA,"                 NA"
"9134","GALGAL_R10361",NA,NA,"                 NA"
"9135","GALGAL_R10362","GALGAL_R10362",3,"GO:0006691; leukotriene metabolic process; process GO:0008047; enzyme activator activity; function GO:0016021; integral component of membrane; component               NA"
"9136","GALGAL_R10363","GALGAL_R10363",4,"GO:0003700; DNA binding transcription factor activity; function GO:0005634; nucleus; component GO:0006355; regulation of transcription, DNA-templated; process GO:0043565; sequence-specific DNA binding; function              NA"
"9137","GALGAL_R10367","GALGAL_R10367",1,"GO:0005515; protein binding; function                 NA"
"9138","GALGAL_R10368","GALGAL_R10368",2,"GO:0000287; magnesium ion binding; function GO:0008897; holo-[acyl-carrier-protein] synthase activity; function                NA"
"9139","GALGAL_R10370",NA,NA,"                 NA"
"9140","GALGAL_R10372","GALGAL_R10372",2,"GO:0019208; phosphatase regulator activity; function GO:0043087; regulation of GTPase activity; process                NA"
"9141","GALGAL_R10373","GALGAL_R10373",2,"GO:0003956; NAD(P)+-protein-arginine ADP-ribosyltransferase activity; function GO:0006471; protein ADP-ribosylation; process                NA"
"9142","GALGAL_R10374","GALGAL_R10374",1,"GO:0005509; calcium ion binding; function                 NA"
"9143","GALGAL_R10375","GALGAL_R10375",3,"GO:0003830; beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity; function GO:0006487; protein N-linked glycosylation; process GO:0016020; membrane; component               NA"
"9144","GALGAL_R10376","GALGAL_R10376",1,"GO:0016021; integral component of membrane; component                 NA"
"9145","GALGAL_R10377",NA,NA,"                 NA"
"9146","GALGAL_R10378",NA,NA,"                 NA"
"9147","GALGAL_R10380","GALGAL_R10380",2,"GO:0000786; nucleosome; component GO:0003677; DNA binding; function                NA"
"9148","GALGAL_R10381","GALGAL_R10381",2,"GO:0000786; nucleosome; component GO:0003677; DNA binding; function                NA"
"9149","GALGAL_R10382","GALGAL_R10382",2,"GO:0000786; nucleosome; component GO:0003677; DNA binding; function                NA"
"9150","GALGAL_R10383","GALGAL_R10383",1,"GO:0005615; extracellular space; component                 NA"
"9151","GALGAL_R10384",NA,NA,"                 NA"
"9152","GALGAL_R10385",NA,NA,"                 NA"
"9153","GALGAL_R10386","GALGAL_R10386",4,"GO:0003700; DNA binding transcription factor activity; function GO:0005634; nucleus; component GO:0006355; regulation of transcription, DNA-templated; process GO:0043565; sequence-specific DNA binding; function              NA"
"9154","GALGAL_R10387",NA,NA,"                 NA"
"9155","GALGAL_R10388",NA,NA,"                 NA"
"9156","GALGAL_R10389",NA,NA,"                 NA"
"9157","GALGAL_R10390","GALGAL_R10390",1,"GO:0003676; nucleic acid binding; function                 NA"
"9158","GALGAL_R10392",NA,NA,"                 NA"
"9159","GALGAL_R10393","GALGAL_R10393",3,"GO:0005634; nucleus; component GO:0006511; ubiquitin-dependent protein catabolic process; process GO:0007275; multicellular organism development; process               NA"
"9160","GALGAL_R10394",NA,NA,"                 NA"
"9161","GALGAL_R10395","GALGAL_R10395",3,"GO:0004583; dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity; function GO:0005789; endoplasmic reticulum membrane; component GO:0006488; dolichol-linked oligosaccharide biosynthetic process; process               NA"
"9162","GALGAL_R10396",NA,NA,"                 NA"
"9163","GALGAL_R10398","GALGAL_R10398",1,"GO:0008270; zinc ion binding; function                 NA"
"9164","GALGAL_R10399","GALGAL_R10399",2,"GO:0016491; oxidoreductase activity; function GO:0055114; oxidation-reduction process; process                NA"
"9165","GALGAL_R10400","GALGAL_R10400",3,"GO:0004930; G-protein coupled receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016021; integral component of membrane; component               NA"
"9166","GALGAL_R10401",NA,NA,"                 NA"
"9167","GALGAL_R10402","GALGAL_R10402",1,"GO:0005525; GTP binding; function                 NA"
"9168","GALGAL_R10403",NA,NA,"                 NA"
"9169","GALGAL_R10404","GALGAL_R10404",5,"GO:0005085; guanyl-nucleotide exchange factor activity; function GO:0005089; Rho guanyl-nucleotide exchange factor activity; function GO:0005515; protein binding; function GO:0035023; regulation of Rho protein signal transduction; process GO:0035556; intracellular signal transduction; process             NA"
"9170","GALGAL_R10405","GALGAL_R10405",1,"GO:0005515; protein binding; function                 NA"
"9171","GALGAL_R10406","GALGAL_R10406",4,"GO:0004930; G-protein coupled receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0015054; gastrin receptor activity; function GO:0016021; integral component of membrane; component              NA"
"9172","GALGAL_R10409",NA,NA,"                 NA"
"9173","GALGAL_R10410","GALGAL_R10410",4,"GO:0005102; signaling receptor binding; function GO:0005576; extracellular region; component GO:0007275; multicellular organism development; process GO:0016055; Wnt signaling pathway; process              NA"
"9174","GALGAL_R10411","GALGAL_R10411",1,"GO:0000139; Golgi membrane; component                 NA"
"9175","GALGAL_R10412",NA,NA,"                 NA"
"9176","GALGAL_R10413",NA,NA,"                 NA"
"9177","GALGAL_R10414",NA,NA,"                 NA"
"9178","GALGAL_R10416",NA,NA,"                 NA"
"9179","GALGAL_R10417",NA,NA,"                 NA"
"9180","GALGAL_R10418","GALGAL_R10418",9,"GO:0004637; phosphoribosylamine-glycine ligase activity; function GO:0004641; phosphoribosylformylglycinamidine cyclo-ligase activity; function GO:0005524; ATP binding; function GO:0005737; cytoplasm; component GO:0006189; 'de novo' IMP biosynthetic process; process GO:0009058; biosynthetic process; process GO:0009113; purine nucleobase biosynthetic process; process GO:0016742; hydroxymethyl-, formyl- and related transferase activity; function GO:0046872; metal ion binding; function         NA"
"9181","GALGAL_R10419",NA,NA,"                 NA"
"9182","GALGAL_R10420",NA,NA,"                 NA"
"9183","GALGAL_R10421","GALGAL_R10421",4,"GO:0003735; structural constituent of ribosome; function GO:0005622; intracellular; component GO:0005840; ribosome; component GO:0006412; translation; process              NA"
"9184","GALGAL_R10422","GALGAL_R10422",2,"GO:0008168; methyltransferase activity; function GO:0032259; methylation; process                NA"
"9185","GALGAL_R10424","GALGAL_R10424",5,"GO:0005198; structural molecule activity; function GO:0006886; intracellular protein transport; process GO:0016192; vesicle-mediated transport; process GO:0030117; membrane coat; component GO:0030126; COPI vesicle coat; component             NA"
"9186","GALGAL_R10425","GALGAL_R10425",3,"GO:0003677; DNA binding; function GO:0004003; ATP-dependent DNA helicase activity; function GO:0005524; ATP binding; function               NA"
"9187","GALGAL_R10426","GALGAL_R10426",1,"GO:0005509; calcium ion binding; function                 NA"
